start,end,duration,speaker,language,text,confidence
369.0,373.0,4.0,SPEAKER_03,de,"beziehungsweise es, ja, die Situation entsteht,",0.3762
373.0,377.0,4.0,SPEAKER_03,de,dass dann auch für die Canvas-App eine PCF-Komponente gebaut werden müsste,0.3762
377.0,381.0,4.0,SPEAKER_03,de,"und ob sich die Kosten dafür auch lohnen werden,",0.4491
381.0,383.0,2.0,SPEAKER_03,de,"ob man das überhaupt umsetzt,",0.4491
383.0,388.0,5.0,SPEAKER_03,de,"wenn sie dann in zwei Jahren schon auf Eschers QL wechseln möchten,",0.4491
388.0,391.0,3.0,SPEAKER_03,de,beziehungsweise ob sie das jetzt wirklich tun wollen,0.4491
391.0,393.0,2.0,SPEAKER_03,de,"oder es einfach nur eine Idee bleibt,",0.4491
393.0,396.0,3.0,SPEAKER_03,de,das ist noch in der Schwiebe.,0.4491
396.0,398.0,2.0,SPEAKER_03,de,"Und deswegen, dass da noch Klarheit herrscht,",0.4491
398.0,400.0,2.0,SPEAKER_03,de,dann noch mal mit dem Product Owner,0.4491
400.0,403.0,3.0,SPEAKER_03,de,"und auch mit der Natja,",0.4491
403.0,406.0,3.0,SPEAKER_03,de,"die da auch noch über die IT-Verwaltung da entscheidet,",0.4491
406.0,408.0,2.0,SPEAKER_03,de,das dann noch mal abstimmen.,0.4263
408.0,413.0,5.0,SPEAKER_03,de,"Und da ist dann Waldemar auch meine helfende Hand bei der Seite,",0.4263
413.0,416.0,3.0,SPEAKER_03,de,weil ich mit Natja noch kaum Kontakt hatte,0.4263
416.0,421.0,5.0,SPEAKER_03,de,und auch mit der Entwicklung von Fallnet nicht so tief involviert bin,0.4263
421.0,425.0,4.0,SPEAKER_03,de,und da Waldemar auch definitiv mehr klare Aussagen zu treffen kann.,0.4263
425.0,428.0,3.0,SPEAKER_03,de,"Das geht dann nächste Woche weiter,",0.4263
428.0,430.0,2.0,SPEAKER_03,de,"stimme ich mich nächste Woche mit Waldemar nochmal ab,",0.4263
430.0,433.0,3.0,SPEAKER_03,de,"was jetzt genau dann besprochen werden soll mit Natja,",0.4263
433.0,436.0,3.0,SPEAKER_03,de,"weil Philipp dann auch erst ab nächster Woche zurück ist,",0.4249
436.0,438.0,2.0,SPEAKER_03,de,Natja erst ab übernächster Woche.,0.4249
438.0,441.0,3.0,SPEAKER_03,de,"Und bei Lichtblick, da komme ich mal dazu,",0.4249
441.0,443.0,2.0,SPEAKER_03,de,"da wir haben dann drei Tickets,",0.4249
443.0,444.0,1.0,SPEAKER_03,de,"habe ich diese Woche abgeschlossen,",0.4249
444.0,446.0,2.0,SPEAKER_03,de,"weitere Tickets, die noch offen sind,",0.4249
446.0,448.0,2.0,SPEAKER_03,de,aber die auch in der Bearbeitung sind.,0.4249
448.0,451.0,3.0,SPEAKER_03,de,Da gab es tiefere Analysen der aktuellen Warteschlangen,0.4249
451.0,456.0,5.0,SPEAKER_03,de,und der Gleichsetzung von ProD zu QA.,0.4249
456.0,458.0,2.0,SPEAKER_03,de,"Da sind noch ein paar Fragen offen,",0.4249
458.0,460.0,2.0,SPEAKER_03,de,die ich in Lülle geschrieben habe,0.4249
460.0,462.0,2.0,SPEAKER_03,de,"und auch Jens, da warte ich noch auf Antwort.",0.4249
462.0,465.0,3.0,SPEAKER_03,de,Deswegen sind die paar Tickets noch offen.,0.4103
465.0,469.0,4.0,SPEAKER_03,de,"Bei ITNetX, da fand der Markus den Vorschlag",0.4103
469.0,472.0,3.0,SPEAKER_03,de,mit dem Document-Core-Package sehr gut.,0.4103
472.0,475.0,3.0,SPEAKER_03,de,"Auch für die Kostnatter gemeint,",0.4103
475.0,479.0,4.0,SPEAKER_03,de,dass es grundlegend nichts dagegen spricht.,0.4103
479.0,482.0,3.0,SPEAKER_03,de,"Im Endeffekt wollen wir dann nochmal klare Zahlen erzielen,",0.4103
482.0,485.0,3.0,SPEAKER_03,de,wenn wir dann die Test-Version einrichten.,0.4103
485.0,487.0,2.0,SPEAKER_03,de,"Das startet dann ab nächster Woche,",0.4103
487.0,489.0,2.0,SPEAKER_03,de,"das heißt Fallnet, Fallnet sei schon,",0.4103
489.0,492.0,3.0,SPEAKER_03,de,"der Document-Core-Package wird dann integriert,",0.4098
492.0,494.0,2.0,SPEAKER_03,de,"wird dann das erste Dokument damit angepasst,",0.4098
494.0,497.0,3.0,SPEAKER_03,de,"dass er dann auch sieht, wie das Ganze funktioniert",0.4098
497.0,500.0,3.0,SPEAKER_03,de,"und mit der Test-Version, dass wir dann auch sehen,",0.4098
500.0,503.0,3.0,SPEAKER_03,de,was dann nach der Test-Version für Kosten entstehen.,0.4098
503.0,507.0,4.0,SPEAKER_03,de,Das Weiteren gab es dann auch Definitionen von Plugins,0.4098
507.0,515.0,8.0,SPEAKER_03,de,"und Umsetzungen von einer Auflistung der Quote-Products,",0.4098
515.0,517.0,2.0,SPEAKER_03,de,"dass die dann richtig geordnet sind,",0.4098
517.0,519.0,2.0,SPEAKER_03,de,"je nachdem, was das für ein Produkt ist.",0.4292
519.0,522.0,3.0,SPEAKER_03,de,Da haben wir uns dann auch zusammengesetzt in solutiondesigns.,0.4292
522.0,525.0,3.0,SPEAKER_03,de,"Fabian, deine Succession mit diesem Feld,",0.4292
525.0,527.0,2.0,SPEAKER_03,de,"das schaue ich mir das Wochenende noch an,",0.4292
527.0,530.0,3.0,SPEAKER_03,de,damit ich da auch noch ein bisschen tiefer drinne bin.,0.4292
530.0,535.0,5.0,SPEAKER_03,de,"Und dann Last but not least, die PL-200, ich habe alle Module fertig.",0.4292
535.0,537.0,2.0,SPEAKER_03,de,"Die habe ich diese Woche abgeschlossen,",0.4292
537.0,539.0,2.0,SPEAKER_03,de,"habe schon die ersten Prüfungsvorbereitungen,",0.4292
539.0,541.0,2.0,SPEAKER_03,de,"also nochmal Brain Dumps mir angeschaut,",0.4292
541.0,544.0,3.0,SPEAKER_03,de,"dann die Übungsaufgaben von Microsoft,",0.4292
544.0,547.0,3.0,SPEAKER_03,de,"da sind da auch nochmal 50 Fragen, die man durchgehen kann.",0.4308
547.0,551.0,4.0,SPEAKER_03,de,"Die bin ich auch durch, da bin ich jetzt auch bei 70% der Abfragen,",0.4308
551.0,553.0,2.0,SPEAKER_03,de,"dass die richtig sind, sogar 73%.",0.4308
553.0,557.0,4.0,SPEAKER_03,de,Und da will ich jetzt das Wochenende auch auf 100 kommen.,0.4308
557.0,560.0,3.0,SPEAKER_03,de,"Und die Brain Dumps, die sind mehr prüfungsbezogen,",0.4308
560.0,564.0,4.0,SPEAKER_03,de,dass ich dann da auch Ride-Away die richtigen Antworten finde,0.4308
564.0,566.0,2.0,SPEAKER_03,de,für diese Fragen.,0.4308
566.0,569.0,3.0,SPEAKER_03,de,Und dass ich dann mit guten Gewissen und guten Vertrauen,0.4308
569.0,571.0,2.0,SPEAKER_03,de,in diese Prüfungen gehen kann.,0.4308
571.0,574.0,3.0,SPEAKER_03,de,"Und also entweder spätestens in zwei Wochen,",0.3644
574.0,577.0,3.0,SPEAKER_03,de,wenn ich sogar schon in einer Woche diese Prüfung zu absorgen.,0.3644
577.0,580.0,3.0,SPEAKER_02,de,"Das ist ja gut, denk dir dieses Feld, das ich dir vorgeschlagen habe,",0.3644
580.0,583.0,3.0,SPEAKER_02,de,"das ist nur ein Feld, das ist im Endeffekt nur ein Integer Feld.",0.3644
583.0,585.0,2.0,SPEAKER_02,de,Also das hat keine Logik oder so was.,0.3644
585.0,587.0,2.0,SPEAKER_02,de,"Da muss man sich nicht groß anschauen,",0.3644
587.0,589.0,2.0,SPEAKER_02,de,"das wäre einfach nur das Feld, was du nutzen kannst,",0.3644
589.0,591.0,2.0,SPEAKER_02,de,was es schon gibt.,0.3644
591.0,593.0,2.0,SPEAKER_03,de,"Nicht, dass wir ein neues Feld erstellen.",0.3644
593.0,595.0,2.0,SPEAKER_03,de,"Gut, perfekt.",0.3644
595.0,597.0,2.0,SPEAKER_03,de,Dann kann ich das dann benutzen,0.3644
597.0,599.0,2.0,SPEAKER_03,de,"und dann das Displayname so anpassen,",0.3644
599.0,601.0,2.0,SPEAKER_03,de,"wenn wieder Position heißt oder Rote,",0.38
601.0,603.0,2.0,SPEAKER_03,de,"je nachdem, was der Markus dann lieber möchte.",0.38
603.0,607.0,4.0,SPEAKER_03,de,"Ja, warum bin ich diese Woche der Beste?",0.38
607.0,611.0,4.0,SPEAKER_03,de,"Ich habe die PL200 geschafft mit den ganzen Modulen,",0.38
611.0,613.0,2.0,SPEAKER_03,de,nachdem ich kurz Mitlauf-Grisis hatte,0.38
613.0,615.0,2.0,SPEAKER_03,de,"und gesagt habe, Scheiße, die haben schon wieder",0.38
615.0,617.0,2.0,SPEAKER_03,de,Motude rausgenommen und neu reingemacht.,0.38
617.0,619.0,2.0,SPEAKER_03,de,"Und ich habe es durchgezogen, zähnet zusammen gebissen",0.38
619.0,621.0,2.0,SPEAKER_03,de,und bin damit mit den Modulen fertig.,0.38
621.0,623.0,2.0,SPEAKER_03,de,"Das ist schon mal ein großes, deswegen bin ich der Beste.",0.38
623.0,626.0,3.0,SPEAKER_03,de,"Und zweiteres, ich habe ja auch noch so ein Minecraft-Server",0.38
626.0,629.0,3.0,SPEAKER_03,de,"im Privaten, da spiele ich mit meinem kleinen Bruder",0.4215
629.0,632.0,3.0,SPEAKER_03,de,"ein bisschen Minecraft und da bin ich auch vorangekommen,",0.4215
632.0,634.0,2.0,SPEAKER_03,de,"habe da Automatisierungen mit Bash Script geschrieben,",0.4215
634.0,636.0,2.0,SPEAKER_03,de,habe noch mal einiges gelernt über Bash,0.4215
636.0,639.0,3.0,SPEAKER_03,de,"und über Bash Scripts, um Sachen zu automatisieren.",0.4215
639.0,642.0,3.0,SPEAKER_03,de,"Das ist der zweite Grund, warum ich der Beste bin.",0.4215
642.0,645.0,3.0,SPEAKER_03,de,Dann gebe ich das Wort weiter an Christian.,0.4215
645.0,647.0,2.0,SPEAKER_01,de,"Oh mein Gott, ich bin hier schon dran.",0.4215
647.0,650.0,3.0,SPEAKER_01,de,So viele Leute nicht da.,0.4215
650.0,652.0,2.0,SPEAKER_01,de,"Okay, wo bin ich?",0.4215
652.0,653.0,1.0,SPEAKER_01,de,Da bin ich.,0.4215
653.0,655.0,2.0,SPEAKER_01,de,"FST, die nächste Azure Function,",0.4215
655.0,658.0,3.0,SPEAKER_01,de,"die ich auf dem Tisch habe, die ist angefangen,",0.3737
658.0,659.0,1.0,SPEAKER_01,de,dann bin ich fertig.,0.3737
659.0,662.0,3.0,SPEAKER_01,de,Das wird nächste Woche soweit.,0.3737
662.0,666.0,4.0,SPEAKER_01,de,"Lichtblick, drei Tickets waren geplant, drei Tickets habe ich geschafft.",0.3737
666.0,670.0,4.0,SPEAKER_01,de,Dann hatten wir eine Diskussion überlegt oder ursprünglich geplant gehabt,0.3737
670.0,673.0,3.0,SPEAKER_01,de,zum Thema Custom Rich Text Editor.,0.3737
673.0,678.0,5.0,SPEAKER_01,de,"Die hat sich jetzt die Woche keine Zeit für gefunden,",0.3737
678.0,682.0,4.0,SPEAKER_01,de,"sich darum zu kümmern, im Moment ist halt ZOOMED Termin.",0.3737
682.0,686.0,4.0,SPEAKER_01,de,Das werde ich nächste Woche mit Sachi dann wahrscheinlich nochmal aufnehmen.,0.3684
686.0,691.0,5.0,SPEAKER_01,de,Planen Sie die Technical Onboarding und die Product of the Month Logik?,0.3684
691.0,697.0,6.0,SPEAKER_01,de,"Ja, kann man es in Technical Onboarding nennen, also schon so ein bisschen.",0.3684
697.0,700.0,3.0,SPEAKER_01,de,"Aber die Logik ist so weiter registriert, es funktioniert,",0.3684
700.0,702.0,2.0,SPEAKER_01,de,es ist alles wunderbar.,0.3684
702.0,706.0,4.0,SPEAKER_01,de,"Ich warte jetzt drauf, dass Fabi das Ganze irgendwann mal zeigt.",0.3684
706.0,708.0,2.0,SPEAKER_01,de,Hab ich gestern?,0.3684
708.0,710.0,2.0,SPEAKER_01,de,Hast du schon?,0.3684
710.0,714.0,4.0,SPEAKER_01,de,"Ich dachte, du wolltest das noch sacken lassen.",0.3706
714.0,721.0,7.0,SPEAKER_02,de,"Nee, gestern Nachmittag im Refugee wollten Sie es unbedingt sehen.",0.3706
721.0,726.0,5.0,SPEAKER_01,de,"Okay, also wenn du da Anmerkungen hast, können wir denn gerne.",0.3706
726.0,728.0,2.0,SPEAKER_01,de,Ich sage es gleich.,0.3706
728.0,730.0,2.0,SPEAKER_01,de,"Ja, gut.",0.3706
730.0,733.0,3.0,SPEAKER_01,de,"Genau, hier 200 sind dann noch drei bis fünf Stunden geplant.",0.3706
733.0,737.0,4.0,SPEAKER_01,de,"Drei Stunden habe ich gestern Nachmittag reingekommen können,",0.3706
737.0,742.0,5.0,SPEAKER_01,de,"hätte gerne mehr gemacht, aber dann kamen irgendwie noch andere Themen.",0.3528
742.0,744.0,2.0,SPEAKER_01,de,"So, heu.",0.3528
744.0,746.0,2.0,SPEAKER_01,de,"Ah nee, warum bin ich der Beste die Woche?",0.3528
746.0,748.0,2.0,SPEAKER_01,de,Oh mein Gott.,0.3528
748.0,751.0,3.0,SPEAKER_01,de,"Wenn ich mal planen Sie das Thema, ziemlich durchgepowered habe,",0.3528
751.0,754.0,3.0,SPEAKER_01,de,das ist doch sehr zügig umgesetzt worden.,0.3528
754.0,756.0,2.0,SPEAKER_01,de,Ansonsten.,0.3528
760.0,763.0,3.0,SPEAKER_04,de,"Woche war gut, das muss reichen.",0.3528
763.0,766.0,3.0,SPEAKER_04,de,"Jetzt aber, heu.",0.3528
766.0,771.0,5.0,SPEAKER_06,de,"So, meine Wokau bei Casino,",0.2875
771.0,775.0,4.0,SPEAKER_06,de,die Ticket von Gutscheiner App ist erledigt,0.2875
775.0,778.0,3.0,SPEAKER_06,de,"und auch Bending Taske konformen,",0.2875
778.0,786.0,8.0,SPEAKER_06,de,dass die Hilfe von Amalia und auch von Christian Schabutas auch geschafft.,0.2875
786.0,790.0,4.0,SPEAKER_06,de,Nächste Wokau ist die Testing.,0.2875
790.0,793.0,3.0,SPEAKER_06,de,"In Test und, of course, in Produktion ist es,",0.2875
793.0,797.0,4.0,SPEAKER_06,de,"aber das war gut, weil alles,",0.293
797.0,801.0,4.0,SPEAKER_06,de,"denke ich, alles von Testing ist jetzt erledigt, nur Produkte sind remaining.",0.293
801.0,806.0,5.0,SPEAKER_06,de,"Bei LBEM, und hence, die BI-Dashboard,",0.293
806.0,812.0,6.0,SPEAKER_06,de,"das habe ich gestern gepublished und ja, sieht es gut aus.",0.293
812.0,817.0,5.0,SPEAKER_06,de,"Und auch, ich war doch auf neue Tasken gestern auch.",0.293
817.0,826.0,9.0,SPEAKER_06,de,Wir haben die Probleme mit DCP und SharePoint schon geschafft.,0.3555
826.0,832.0,6.0,SPEAKER_06,de,"Alles von LB, die Immobilität ist fertig.",0.3555
832.0,835.0,3.0,SPEAKER_06,de,"Bei PIN, Complete Use Case,",0.3555
835.0,839.0,4.0,SPEAKER_06,de,Schabutasnist komplett completed.,0.3555
839.0,842.0,3.0,SPEAKER_06,de,Heute war ein kleiner Testing Meeting,0.3555
842.0,846.0,4.0,SPEAKER_06,de,und die Kunde hat neue Imprimenzen.,0.3555
846.0,849.0,3.0,SPEAKER_06,de,"Das mag ich nächste Wokau auch,",0.2321
849.0,858.0,9.0,SPEAKER_06,de,aber die Timeline für diese Kasturmeinwolle ist Ende dieser Monat.,0.2321
858.0,860.0,2.0,SPEAKER_06,de,"So, haben wir die Mission.",0.2321
860.0,863.0,3.0,SPEAKER_06,de,Kann man es erledigen.,0.2321
863.0,867.0,4.0,SPEAKER_06,de,Und jetzt zu buy Gutsch Handover Documentation.,0.2321
867.0,870.0,3.0,SPEAKER_06,de,Alles ist completed.,0.2321
870.0,873.0,3.0,SPEAKER_06,de,"Wir brauchen keine Dokumentation,",0.2321
873.0,879.0,6.0,SPEAKER_06,de,weil alles ist schon handelt over Longback.,0.2642
879.0,885.0,6.0,SPEAKER_06,de,"Aber ein Task ist spending, die Multifact-Authentification muss man ändern.",0.2642
885.0,890.0,5.0,SPEAKER_06,de,"Und auch in gestern Meeting, wir haben gesehen,",0.2642
890.0,895.0,5.0,SPEAKER_06,de,dass es gibt ein Problem mit die Gantchat.,0.2642
895.0,899.0,4.0,SPEAKER_06,de,"Ich muss Kontakt haben, weil ich das nicht verlinke,",0.2642
899.0,901.0,2.0,SPEAKER_06,de,und dann kann ich nur Handover.,0.2642
901.0,903.0,2.0,SPEAKER_02,de,"Ich habe das mit der MFA,",0.1732
903.0,907.0,4.0,SPEAKER_02,de,und für welche User wollen du das ändern?,0.1732
907.0,909.0,2.0,SPEAKER_02,de,Das ist ein globaler Setzungen.,0.1732
909.0,911.0,2.0,SPEAKER_02,de,"Man kann es für die User machen,",0.1732
911.0,913.0,2.0,SPEAKER_02,de,aber die Politik geht nicht.,0.1732
913.0,916.0,3.0,SPEAKER_06,de,"Es ist für den Corporate Growth User,",0.1732
916.0,918.0,2.0,SPEAKER_06,de,"das technische User, das ich benutze.",0.1732
918.0,921.0,3.0,SPEAKER_06,de,"Es ist noch zu meinem Telefon gelegt,",0.1732
921.0,924.0,3.0,SPEAKER_06,de,obwohl das Nr. ist geändert.,0.1732
924.0,930.0,6.0,SPEAKER_06,de,Ich kann nicht mein Nr. geliebt werden.,0.1732
930.0,932.0,2.0,SPEAKER_06,de,"Das ist meine Verkaufung,",0.1509
932.0,934.0,2.0,SPEAKER_06,de,weil es ein Default ist.,0.1509
934.0,940.0,6.0,SPEAKER_06,de,"Das ist was, was ich gestern checkte.",0.1509
940.0,946.0,6.0,SPEAKER_06,de,Vielleicht kann ich das mit Sasha in Deutschland machen.,0.1509
